video_id,channel_id,title,published_at,duration_sec,is_short,live_flag,view_count,like_count,comment_count,age_days,views_per_day,likes_per_1k,comments_per_1k,engagement_rate,views_per_min,views_per_sub,weekday,hour,topic_primary,topic_secondary,subscribers,default_audio_language
t1fQBD4B7xk,UC7cs8q-gJRlGwj4A8OmCmXg,"Learn Python in Under 3 Hours | Variables, For Loops, Web Scraping + Full Project",2024-10-15 12:01:10+00:00,9121,False,none,52478,1391,50,317.12512394840275,165.48042408818526,26.50634551621632,0.9527802126605436,0.0274591257288768,345.21214779081237,0.0460333333333333,1,12,python,career/interview,1140000,en
OT1RErkfLNQ,UC7cs8q-gJRlGwj4A8OmCmXg,Learn SQL Beginner to Advanced in Under 4 Hours,2024-10-08 12:00:27+00:00,14698,False,none,893432,18444,704,324.12562163358797,2756.4374439055973,20.64398857439626,0.7879726716750687,0.0214319612460713,3647.157436385902,0.7837122807017544,1,12,sql,career/interview,1140000,en
rxyLC247h6E,UC7cs8q-gJRlGwj4A8OmCmXg,AWS Quicksight | AWS Essentials,2024-10-01 12:00:58+00:00,730,False,none,26225,376,13,331.12526283729164,79.19963513290269,14.337464251668257,0.4957102001906578,0.0148331744518589,2155.479452054795,0.0230043859649122,1,12,cloud/mlops,career/interview,1140000,en
AycpRKyRagE,UC7cs8q-gJRlGwj4A8OmCmXg,AWS Glue DataBrew and Glue | AWS Essentials,2024-09-24 12:00:16+00:00,2732,False,none,10786,171,12,338.12574894840276,31.89937481409001,15.853884665306875,1.112553309846097,0.0169664379751529,236.8814055636896,0.0094614035087719,1,12,cloud/mlops,career/interview,1140000,en
K2GfrERtliU,UC7cs8q-gJRlGwj4A8OmCmXg,Amazon Athena in AWS | AWS Fundamentals,2024-09-17 12:00:24+00:00,1473,False,none,16846,293,11,345.1256563558102,48.811207424789295,17.392852902766233,0.6529739997625549,0.0180458269025287,686.1914460285133,0.0147771929824561,1,12,cloud/mlops,career/interview,1140000,en
xmVyaT-RuVo,UC7cs8q-gJRlGwj4A8OmCmXg,Alex Freberg and Ben Rogojan Livestream | Everything Data Analytics and Data Engineering,2024-09-11 03:20:13+00:00,4516,False,none,6014,198,8,351.4868947817361,17.110168513493317,32.923179248420354,1.3302294645826405,0.0342534087130029,79.90256864481843,0.0052754385964912,2,3,career/interview,livestream/qa,1140000,en-US
amb9bciHGSI,UC7cs8q-gJRlGwj4A8OmCmXg,Landing a Data Job Course on Analyst Builder,2024-09-03 12:00:05+00:00,500,False,none,24016,827,96,359.1258762632176,66.8734880646632,34.43537641572285,3.997335109926716,0.0384327115256495,2881.9199999999996,0.0210666666666666,1,12,career/interview,,1140000,en
Pd6IT3jM-yQ,UCh9nVJoWXmFb7sLApWGcLPQ,Resume Project Challenge 2 #codebasics #shorts #ai #data,2025-08-27 12:52:11+00:00,57,True,none,16242,451,7,1.089695707662037,14905.078441437125,27.767516315724663,0.4309814062307597,0.0281984977219554,17096.84210526316,0.0118554744525547,2,12,career/interview,projects/case,1370000,en
OqUkCecX5Xk,UCh9nVJoWXmFb7sLApWGcLPQ,Are you too old to learn AI? #shorts #codebasics #ai #data,2025-08-26 12:30:28+00:00,25,True,none,10043,128,7,2.104776726180555,4771.527485589688,12.745195658667727,0.6970028875833914,0.0134421985462511,24103.2,0.0073306569343065,1,12,general/data,,1370000,en
JrqyvQH-5xk,UCh9nVJoWXmFb7sLApWGcLPQ,Gen AI vs Agentic AI #shorts #data #ai #codebasics #genai,2025-08-25 12:30:31+00:00,57,True,none,15607,447,3,3.1047420039583336,5026.826699320633,28.640994425578267,0.1922214390978407,0.0288332158646761,16428.42105263158,0.0113919708029197,0,12,general/data,,1370000,en
