video_id,channel_id,title,published_at,age_days,views_per_day,engagement_rate,likes_per_1k,comments_per_1k,views_per_min,title_len,emoji_cnt,question_mark_flag,duration_sec,is_short,weekday,hour,topic_primary,topic_secondary,views_per_sub
BbWy_7lJnsI,UCh9nVJoWXmFb7sLApWGcLPQ,Building Effective Agents #shorts #codebasics #data #ai,2025-07-26 14:35:00+00:00,33.018295244699075,483.61067346635906,0.0229834669338677,22.92084168336673,0.062625250501002,22280.930232558138,55,0,False,43,True,5,14,general/data,none,0.0116554744525547
czurzBOhc9E,UCh9nVJoWXmFb7sLApWGcLPQ,Data Analytics Bootcamp 5.0 #shorts #data #dataanalyst #dataanlysis,2025-07-24 11:15:10+00:00,35.15706839284722,289.1310471742317,0.0235120511559272,19.57697983275947,3.935071323167732,27722.727272727276,67,0,False,22,True,3,11,general/data,none,0.007419708029197
G42J2MSKyc8,UCh9nVJoWXmFb7sLApWGcLPQ,CrewAI Tutorial | Agentic AI Tutorial,2025-07-23 13:30:07+00:00,36.06335311506945,1255.013638237861,0.0223155103844454,21.034025629695098,1.2814847547503314,636.8667917448406,37,0,False,4264,False,2,13,tutorial/guide,none,0.0330364963503649
8Bj7fr9l-f4,UCh9nVJoWXmFb7sLApWGcLPQ,Drop your guess in the comments #shorts #data #dataanalyst,2025-07-22 12:50:00+00:00,37.09121191136574,294.51720332310293,0.0040278286341999,3.2954961552544857,0.7323324789454412,50418.46153846154,58,0,False,13,True,1,12,general/data,none,0.0079737226277372
KurGnK76-EU,UCh9nVJoWXmFb7sLApWGcLPQ,Agentic RAG Simply Explained,2025-07-21 13:30:06+00:00,38.06336468914352,1120.368636568886,0.0238011490209872,22.581779810059796,1.219369210927424,6611.627906976744,28,0,False,387,False,0,13,genai/llm,none,0.0311277372262773
21sflqqgIwE,UCh9nVJoWXmFb7sLApWGcLPQ,Free Data Analysis Project using AI Tools #shorts #data #ai #dataanalysis,2025-07-18 04:00:03+00:00,41.45923274469907,431.9906282464899,0.0455611390284757,45.281965382467895,0.2791736460078168,19900.0,73,0,False,54,True,4,4,projects/case,none,0.0130729927007299
CHxb6R7AUTs,UCh9nVJoWXmFb7sLApWGcLPQ,Right Way to Learn Python #shorts #codebasics #python #data,2025-07-15 13:10:01+00:00,44.077311448402774,401.9982031059674,0.0248321011343755,24.83210113437553,0.0,25312.857142857145,59,0,False,42,True,1,13,python,none,0.0129335766423357
Wr0AsdR-I3k,UCh9nVJoWXmFb7sLApWGcLPQ,Best Agentic AI Framework,2025-07-13 14:00:06+00:00,46.04253135581018,868.1103932170341,0.0243182386790092,23.06730047535652,1.2509382036527394,5190.909090909091,25,0,False,462,False,6,14,general/data,none,0.0291751824817518
BaAA7kNjeZw,UCh9nVJoWXmFb7sLApWGcLPQ,50 mins of Raw Insights on Career in AI Era | Ft. Rishi Seth - Sr Director at Fractal,2025-07-11 15:30:07+00:00,47.98001978173611,196.29003995502768,0.0304735612656615,27.075812274368232,3.3977489912932684,181.52264696434307,85,0,False,3113,False,4,15,career/interview,none,0.0068744525547445
gQPl2U3ZIdQ,UCh9nVJoWXmFb7sLApWGcLPQ,Data Informed Vs Data Driven #shorts #data #dataanalyst #datascientist #codebasics,2025-07-11 12:30:50+00:00,48.10452209655092,269.26782421831246,0.0353586041843588,35.2041997992743,0.1544043850845364,14663.77358490566,82,0,False,53,True,4,12,general/data,none,0.0094547445255474
E66ufob9lgw,UCh9nVJoWXmFb7sLApWGcLPQ,AI for Young Innovators #codebasics #shorts #ai #school #innovators,2025-07-09 12:30:17+00:00,50.10490404099537,89.41240554686034,0.0109375,10.714285714285714,0.2232142857142857,7264.864864864864,67,0,False,37,True,2,12,sql,none,0.0032700729927007
DNBaUCCST3I,UCh9nVJoWXmFb7sLApWGcLPQ,Agentic AI Roadmap 2025,2025-07-08 13:30:07+00:00,51.06335311506945,1575.9247109890966,0.0320484143553037,30.644199224575008,1.4042151307287007,7260.631578947368,23,0,False,665,False,1,13,career/interview,none,0.0587386861313868
u1yCqZ4ZtDU,UCh9nVJoWXmFb7sLApWGcLPQ,Tips to speed up a Python Program #shorts #data #codebasics #python,2025-07-07 12:31:16+00:00,52.104221170625,305.5990405817057,0.049990579664636,49.425359542799725,0.5652201218363374,16761.052631578947,67,0,False,57,True,0,12,python,none,0.0116226277372262
0QdHHlxD5ZA,UCh9nVJoWXmFb7sLApWGcLPQ,Role of a Data Analyst #shorts #data #dataanalyst #dataanlysis,2025-07-03 12:30:01+00:00,56.10508922618056,106.01533803861165,0.0289172831203765,27.908540685944857,1.008742434431742,8704.390243902439,62,0,False,41,True,3,12,general/data,none,0.004341605839416
vJOGC8QJZJQ,UCh9nVJoWXmFb7sLApWGcLPQ,LangChain vs LangGraph vs LangSmith,2025-07-02 13:25:12+00:00,57.0667674669213,1419.810576216105,0.0237707345971564,23.12894944707741,0.641785150078989,7891.948051948051,35,0,False,616,False,2,13,genai/llm,none,0.059141605839416
Gb_HxaSOK4c,UCh9nVJoWXmFb7sLApWGcLPQ,Right Way to learn Excel #shorts #codebasics #data #dataanalyst #datascientist #excel,2025-07-02 12:30:31+00:00,57.104742003958336,73.30389479230706,0.0470616340181557,45.867176301958914,1.1944577161968468,6976.666666666667,85,0,False,36,True,2,12,excel,none,0.0030554744525547
O2gerCxEXvc,UCh9nVJoWXmFb7sLApWGcLPQ,Generative AI vs AI agents vs Agentic AI,2025-06-30 16:10:56+00:00,58.95167487432871,4462.723078874963,0.0222019499401334,21.71161411711044,0.4903358230229774,25877.2131147541,40,0,False,610,False,0,16,general/data,none,0.1920328467153284
zAQ5_R4QThg,UCh9nVJoWXmFb7sLApWGcLPQ,Art of asking questions #shorts,2025-06-30 12:31:15+00:00,59.104232744699075,127.7742667368831,0.0203919491525423,20.127118644067796,0.2648305084745763,12586.666666666668,31,0,False,36,True,0,12,general/data,none,0.005512408759124
CnXdddeZ4tQ,UCh9nVJoWXmFb7sLApWGcLPQ,Agentic AI Tutorial for Beginners | Langgraph Tutorial,2025-06-27 13:30:07+00:00,62.06335311506945,1764.7290148331756,0.0215567222095412,20.415430267062316,1.141291942478886,1392.5619834710742,54,0,False,4719,False,4,13,tutorial/guide,none,0.0799452554744525
sOS8RGwBE6Q,UCh9nVJoWXmFb7sLApWGcLPQ,Data Analyst Master Class #codebasics #data #shorts #dataanalyst #masterclass,2025-06-27 12:31:10+00:00,62.10429061506945,232.70533898495668,0.0080265707168557,7.334624965402712,0.6919457514530861,78829.09090909091,77,0,False,11,True,4,12,general/data,none,0.010548905109489
ATjIVVDvhXY,UCh9nVJoWXmFb7sLApWGcLPQ,Functional Dashboard #codebasics #shorts #data #dataanalyst #datascientist #dashboard #powerbi,2025-06-26 13:35:00+00:00,63.05996191136575,320.2190326150589,0.0225820829000148,22.582082900014857,0.0,25241.25,94,0,False,48,True,3,13,data viz,none,0.0147394160583941
GN8AUqKALDE,UCh9nVJoWXmFb7sLApWGcLPQ,Difference between Data Scientists and AI Engineer #codebasics #datascientist #ai #aiengineer,2025-06-24 12:30:27+00:00,65.10478830025464,289.8557923722823,0.025541836680621,25.32987123098935,0.21196544963171,27616.09756097561,93,0,False,41,True,1,12,general/data,none,0.0137744525547445
d5vBMi-at2k,UCh9nVJoWXmFb7sLApWGcLPQ,Reality of a Data Analyst Role #shorts #data #dataanalyst #codebasics,2025-06-18 12:30:49+00:00,71.104533670625,137.19237714415988,0.02890825217837,28.395694515633007,0.5125576627370579,11255.76923076923,69,0,False,52,True,2,12,general/data,none,0.0071204379562043
tKRuw1nM1KQ,UCh9nVJoWXmFb7sLApWGcLPQ,5 Ways SQL Is Used in the Data Industry #shorts #data #sql #datascientist #dataanalyst,2025-06-16 12:31:09+00:00,73.10430218914352,166.25560515650403,0.0369425703472107,36.69573802863255,0.2468323185782458,14298.823529411766,86,0,False,51,True,0,12,sql,none,0.0088715328467153
g2T08lGuVVw,UCh9nVJoWXmFb7sLApWGcLPQ,Gen Alpha&#39;s take on AI #shorts #ai #microsoft #data #datascientist #dataanalyst,2025-06-13 12:30:48+00:00,76.10454524469908,90.84871314544228,0.013017066820943,12.727798669366504,0.2892681515765114,7277.894736842106,83,0,False,57,True,4,12,general/data,none,0.0050467153284671
_gsdi6PJeuA,UCh9nVJoWXmFb7sLApWGcLPQ,SQL challenge #codebasics #data #dataanalyst #sql #datascientist,2025-06-11 12:30:44+00:00,78.10459154099537,147.54574311999707,0.0117146824019437,11.107254425546683,0.6074279763970843,23048.0,64,0,False,30,True,2,12,sql,none,0.0084116788321167
Y9Xjk0H5bGM,UCh9nVJoWXmFb7sLApWGcLPQ,Tip to learn effectively #codebasics #data #dataanalyst #shorts #datascientist,2025-06-09 12:40:01+00:00,80.09814478173611,320.8938243206448,0.0426409368556199,42.135159319923744,0.5057775356962222,29097.735849056604,78,0,False,53,True,0,12,general/data,none,0.0187613138686131
sHQm6PTVs2A,UCh9nVJoWXmFb7sLApWGcLPQ,Learn and Show Case Gen AI Skills Through This Challenge 🚀| Anyone Can Participate,2025-06-08 14:00:06+00:00,81.04253135581018,109.79420128098054,0.0267475837266801,24.499887615194424,2.2476961114857272,1478.8919667590028,82,1,False,361,False,6,14,career/interview,projects/case,0.0064948905109489
PzbrZLtFeKM,UCh9nVJoWXmFb7sLApWGcLPQ,AI Orchestration with Zapier MCP &amp; OpenAI,2025-06-06 16:43:38+00:00,82.92896654099538,310.32582550366254,0.0172916261900136,17.2139110161259,0.0777151738877015,36764.28571428572,45,0,False,42,True,4,16,general/data,none,0.0187846715328467
tJ50n3qzDmE,UCh9nVJoWXmFb7sLApWGcLPQ,AI &amp; Software Jobs | How to Survive and Thrive in AI Era,2025-06-04 13:30:08+00:00,85.06334154099538,231.98007088035553,0.0271626209902194,23.919322961536512,3.243298028682917,887.5412293853074,60,0,False,1334,False,2,13,career/interview,none,0.0144036496350364
1r3tGh9ryc4,UCh9nVJoWXmFb7sLApWGcLPQ,Our first GEN AI Resume Project Challenge is now LIVE 🔥,2025-06-03 15:18:30+00:00,85.98808691136574,179.46672096457849,0.0541731467081389,53.52514256091239,0.6480041472265422,15432.0,55,1,False,60,True,1,15,career/interview,projects/case,0.0112642335766423
I1OgJl3kwXE,UCh9nVJoWXmFb7sLApWGcLPQ,Great Vs Good Data Analyst #codebasics #data #shorts #dataanlysis #dataanalyst,2025-06-03 12:30:19+00:00,86.10488089284723,103.60620568190195,0.0375518439636812,37.439748907073195,0.1120950566080035,11636.086956521738,78,0,False,46,True,1,12,general/data,none,0.0065116788321167
OgPxmeIiOeI,UCh9nVJoWXmFb7sLApWGcLPQ,Gen AI &amp; Agentic AI Course is now LIVE,2025-06-02 13:08:52+00:00,87.07811005951389,94.66213718196558,0.0279024626956205,23.777750818876623,4.124711876743904,1070.5194805194806,42,0,False,462,False,0,13,python,livestream/qa,0.0060167883211678
PglKAYgRdJ4,UCh9nVJoWXmFb7sLApWGcLPQ,Data Analysis using AI Tools | Quadratic | N8N | Supply Chain,2025-05-30 13:30:07+00:00,90.06335311506945,285.6100634753739,0.0331221086187458,30.478560043540803,2.64354857520507,384.4992526158445,61,0,False,4014,False,4,13,projects/case,none,0.0187759124087591
N5uH_ZpgixA,UCh9nVJoWXmFb7sLApWGcLPQ,Power BI important concepts #data #shorts #powerbi #dataanalysis #ai #dax,2025-05-30 13:20:00+00:00,90.07037857803242,151.03744665860577,0.0126433401940605,12.128785651279037,0.5145545427815349,35488.69565217391,73,0,False,23,True,4,13,data viz,none,0.0099299270072992
Cvudh6DxWjU,UCh9nVJoWXmFb7sLApWGcLPQ,Cross Join in SQL #data #dataanalyst #datascientist #sql #codebasics,2025-05-29 12:30:23+00:00,91.10483459655092,217.83695769698852,0.0162249319762168,16.12415600120931,0.1007759750075582,37211.25,68,0,False,32,True,3,12,sql,none,0.0144861313868613
PG1SrOia0cg,UCh9nVJoWXmFb7sLApWGcLPQ,Google IO 2025 Recap in 17 Minutes,2025-05-27 14:05:46+00:00,93.038596170625,106.31071842335984,0.0254777070063694,24.365584875139017,1.1121221312304117,585.2662721893491,34,0,False,1014,False,1,14,general/data,none,0.007219708029197
TKW-fTbWxEc,UCh9nVJoWXmFb7sLApWGcLPQ,Most important feature in Power BI #codebasics #data #dataanalyst #ai #datascientist,2025-05-26 12:30:41+00:00,94.1046262632176,107.22108360302632,0.0371655104063429,36.37264618434093,0.7928642220019821,10090.0,84,0,False,60,True,0,12,data viz,none,0.0073649635036496
KLVyWFBzMDs,UCh9nVJoWXmFb7sLApWGcLPQ,AI Toolkit For Professionals is LIVE NOW | With Live Workshops,2025-05-24 12:30:31+00:00,96.10474200395834,77.92539518696742,0.031646414741621,28.308185338496465,3.3382294031245827,1054.7887323943662,62,0,False,426,False,5,12,projects/case,livestream/qa,0.0054664233576642
xT3VQr-cdZw,UCh9nVJoWXmFb7sLApWGcLPQ,AI Toolkit for Professionals #shorts #data #codebasics #dataanalyst #datascientist #ai #job,2025-05-22 12:01:48+00:00,98.12468413358796,104.57103725328246,0.0247539226196277,24.656466231361467,0.0974563882662508,12313.2,91,0,False,50,True,3,12,career/interview,none,0.0074897810218978
VIhHOg5GBcI,UCh9nVJoWXmFb7sLApWGcLPQ,Guess what’s coming to you soon… #data #shorts #ai #dataanalyst #datascientist,2025-05-21 12:20:00+00:00,99.11204524469906,117.99776678128332,0.0112868747327917,10.6028217186832,0.6840530141085934,53976.92307692308,78,0,False,13,True,2,12,general/data,none,0.0085364963503649
VGFpV3Qj4as,UCh9nVJoWXmFb7sLApWGcLPQ,AI Basics for Beginners,2025-05-20 15:23:46+00:00,99.98442950395832,2712.2523111387463,0.0189429278383969,18.349232805891223,0.5936950325057249,4465.142700329308,23,0,False,3644,False,1,15,ml,deep learning,0.1979437956204379
bN2kyOWu1Ws,UCh9nVJoWXmFb7sLApWGcLPQ,Gen AI Engineer Roadmap 2025 #shorts #data #dataanalyst #genai #datascientist,2025-05-19 12:45:08+00:00,101.09459154099537,679.7495192621993,0.0320289876162342,31.67973922787002,0.3492483883642078,72335.78947368421,77,0,False,57,True,0,12,career/interview,none,0.0501598540145985
eEpAYGmAHTM,UCh9nVJoWXmFb7sLApWGcLPQ,Never Give Up! #shorts #nevergiveup #motivation #data #dataanalyst,2025-05-16 12:30:54+00:00,104.10447580025462,110.6868836466666,0.0253406231016228,25.080274234140415,0.2603488674824264,16078.60465116279,66,0,False,43,True,4,12,general/data,none,0.0084109489051094
M__FqFVR8WI,UCh9nVJoWXmFb7sLApWGcLPQ,Is Learning Python Difficult? #codebasics #python #shorts #data #dataanalyst #ai,2025-05-14 12:40:00+00:00,106.09815635581018,48.07812100799674,0.0360713585571456,35.09115859635366,0.9801999607920014,7287.142857142858,80,0,True,42,True,2,12,python,none,0.0037233576642335
pXpo8RrZF0A,UCh9nVJoWXmFb7sLApWGcLPQ,Common Mistake in Data Visualisation #data #visualisation #powerbi #dataanalyst #shorts,2025-05-12 12:30:54+00:00,108.10447580025462,76.60182373300492,0.036589783842531,36.22750875498129,0.3622750875498128,7415.820895522388,87,0,False,67,True,0,12,general/data,none,0.0060445255474452
A9VIwD_SlWk,UCh9nVJoWXmFb7sLApWGcLPQ,All You Need is This Single MCP Server !,2025-05-10 13:30:15+00:00,110.06326052247684,397.7167293809234,0.0274363777584867,27.276465481792844,0.1599122766939279,38624.117647058825,40,0,False,68,False,5,13,general/data,none,0.0319518248175182
u46aVN6xluM,UCh9nVJoWXmFb7sLApWGcLPQ,Resume Project Challenge 15 #ipl2025 #data #dataanalyst #shorts,2025-05-08 12:55:01+00:00,112.08772811506944,44.456249437801475,0.0118402568733694,11.43889223359422,0.4013646397752358,6953.023255813953,63,0,False,43,True,3,12,career/interview,projects/case,0.0036372262773722
FxwfFCum8f4,UCh9nVJoWXmFb7sLApWGcLPQ,Data Analyst Career #data #codebasics #career #dataanalyst #job #shorts,2025-05-07 13:05:01+00:00,113.080783670625,52.03359765474005,0.02906186267845,27.022433718558805,2.0394289598912305,6418.909090909091,71,0,False,55,True,2,13,career/interview,none,0.0042948905109489
pIHwQk4dr7w,UCh9nVJoWXmFb7sLApWGcLPQ,3 Timeless Skills You Should Learn #job #skills #demand #leadership #communicationskills #time,2025-05-05 12:15:08+00:00,115.1154248743287,95.01767475506428,0.0319071128176997,31.72426403364417,0.182848784055586,15625.714285714286,94,0,False,42,True,0,12,career/interview,none,0.0079839416058394
15_pppse4fY,UCh9nVJoWXmFb7sLApWGcLPQ,What is Agentic AI and How Does it Work?,2025-05-02 13:30:06+00:00,118.06336468914353,2811.608841354021,0.0143908081988745,13.963030354151854,0.4277778447226674,24025.18697225573,40,0,True,829,False,4,13,general/data,none,0.2422978102189781
RfvHMWkzjWw,UCh9nVJoWXmFb7sLApWGcLPQ,What Do Data Analysts Do? #shorts #data #dataanalyst #stakeholder #insights,2025-04-30 12:30:27+00:00,120.10478830025464,103.23485162809044,0.0254052746189208,25.32462295346399,0.0806516654568916,20665.0,75,0,True,36,True,2,12,general/data,none,0.0090503649635036
4LyFAKlvfNQ,UCh9nVJoWXmFb7sLApWGcLPQ,Practical Applications of AI &amp; Machine Learning #ai #machinelearning #data #shorts #aiengineer,2025-04-28 12:45:00+00:00,122.09468413358796,66.88251874311989,0.0450649032574087,43.840313494979185,1.224589762429586,8166.0,98,0,False,60,True,0,12,ml,none,0.0059605839416058
RWWkh6CfhJY,UCh9nVJoWXmFb7sLApWGcLPQ,Data Scientist Vs AI Engineer #shorts #aiengineer #datascientist #data #ai #dataanalyst,2025-04-25 12:30:26+00:00,125.10479987432868,82.12314803525143,0.0235546038543897,23.16527155927584,0.3893322951138797,10628.275862068966,87,0,False,58,True,4,12,general/data,none,0.0074992700729927
ZQv4mhwxc44,UCh9nVJoWXmFb7sLApWGcLPQ,Interview Mistake #codebasics #interview #mistake #data #job #datascientist #shorts #freshers,2025-04-24 12:30:41+00:00,126.10462626321758,114.23054353241976,0.015411315515446,15.064213814647692,0.3471017007983339,36012.5,93,0,False,24,True,3,12,career/interview,none,0.0105145985401459
VwP1BJP_gbA,UCh9nVJoWXmFb7sLApWGcLPQ,Difference between Data Analyst and Data Scientist #shorts #data #dataanalyst #datascientist #ai,2025-04-22 12:30:39+00:00,128.10464941136573,478.88191632299305,0.0165289256198347,16.382219179421977,0.1467064404127341,26480.71942446043,96,0,False,139,True,1,12,general/data,none,0.0447788321167883
FbVZrAfwYqo,UCh9nVJoWXmFb7sLApWGcLPQ,Working Hard But Not Getting Results? #codebasics #hardwork #success #data #shorts #failure,2025-04-21 12:30:15+00:00,129.10492718914352,99.7018493426052,0.0215195773772529,21.13113735239279,0.3884400248601616,29704.615384615383,91,0,True,26,True,0,12,general/data,none,0.0093956204379562
jLM6n4mdRuA,UCh9nVJoWXmFb7sLApWGcLPQ,MCP Tutorial: Build Your First MCP Server,2025-04-18 13:30:07+00:00,132.06335311506945,923.511308195636,0.017800626424624,17.04629310768928,0.7543333169347829,8784.777911164467,41,0,False,833,False,4,13,python,tutorial/guide,0.0890233576642335
5nWBdpgATAg,UCh9nVJoWXmFb7sLApWGcLPQ,Effective way to build communication skills #codebasics #data #communicationskills #english,2025-04-14 12:30:04+00:00,136.1050545039583,136.52689143487748,0.0231406737703153,22.871596168334943,0.2690776019804111,58680.0,91,0,False,19,True,0,12,general/data,none,0.013563503649635
Sl9EZpE61xA,UCh9nVJoWXmFb7sLApWGcLPQ,What is A2A (Agent to Agent Protocol)? | A2A Explained,2025-04-10 13:02:11+00:00,140.08275126321757,245.10512315312843,0.0170380078636959,16.10601427115189,0.9319935925440512,2631.0344827586205,54,0,True,783,False,3,13,general/data,none,0.0250620437956204
K1n44cf1r-E,UCh9nVJoWXmFb7sLApWGcLPQ,AI Engineer Roadmap 2025 #ai #aiagents #data #codebasics #shorts #aiengineer,2025-04-09 12:40:19+00:00,141.09793644840278,138.03887207891535,0.036607280381989,36.093854289675,0.5134260923140114,24864.255319148935,76,0,False,47,True,2,12,career/interview,none,0.0142167883211678
YVBeVM_fA4k,UCh9nVJoWXmFb7sLApWGcLPQ,Gen AI Roadmap | Generative AI Roadmap 2025,2025-04-08 13:30:07+00:00,142.06335311506945,523.935261050125,0.0306991616509028,29.113822012037833,1.5853396388650045,1242.258692628651,43,0,False,3595,False,1,13,genai/llm,nlp,0.0543299270072992
8C9fDwkfd7g,UCh9nVJoWXmFb7sLApWGcLPQ,What are AI Agents? #codebasics #ai #aiagents #shorts #data #jobs,2025-04-07 12:30:09+00:00,143.10499663358794,97.1175034201288,0.0207943589005612,20.506547704705714,0.2878111958555188,24525.88235294118,65,0,True,34,True,0,12,career/interview,none,0.0101445255474452
FWwMy4wmSEw,UCh9nVJoWXmFb7sLApWGcLPQ,AI Vs ML Vs NLP #shorts #nlp #genai #ml #ai #data,2025-04-03 12:30:12+00:00,147.1049619113657,173.1076890210085,0.0150795209110543,14.76536422540742,0.3141566856469664,49287.096774193546,49,0,False,31,True,3,12,ml,nlp,0.0185875912408759
mV4AXtoY6sM,UCh9nVJoWXmFb7sLApWGcLPQ,Honest Life Advice #shorts #life #purpose #data,2025-04-01 13:30:29+00:00,149.0630984854398,187.70574531384125,0.0495353824160114,48.284488920657616,1.2508934953538242,31088.888888888887,47,0,False,54,True,1,13,general/data,none,0.0204233576642335
4phkfCZTm8k,UCh9nVJoWXmFb7sLApWGcLPQ,Manual Tasks Automation Using AI,2025-03-27 12:30:04+00:00,154.1050545039583,67.1684652610413,0.0437638875470969,43.57066950053135,0.1932180465655492,13214.04255319149,32,0,False,47,True,3,12,ml,none,0.0075554744525547
x-3Mefy_iZ0,UCh9nVJoWXmFb7sLApWGcLPQ,The AI &amp; Data Fest 2025 by Codebasics | Mega Offline Event,2025-03-22 12:57:03+00:00,159.0863160780324,100.27260919270698,0.0235707121364092,22.94383149448345,0.6268806419257773,32.785941835371496,62,0,False,29193,False,5,12,livestream/qa,none,0.0116437956204379
tzrwxLNHtRY,UCh9nVJoWXmFb7sLApWGcLPQ,Model Context Protocol Clearly Explained | MCP Beyond the Hype,2025-03-20 07:00:06+00:00,161.33419802247684,1532.0248467443023,0.017304019937856,16.74569523562921,0.5583247022268255,16404.95575221239,62,0,False,904,False,3,7,general/data,none,0.180414598540146
eP-6pXT2HgI,UCh9nVJoWXmFb7sLApWGcLPQ,AI &amp; Data Fest 2025 #shorts #codebasics #data #dataanalyst,2025-03-19 13:00:58+00:00,162.083596170625,26.850342063108354,0.0386029411764705,37.91360294117647,0.6893382352941176,9671.111111111111,62,0,False,27,True,2,13,general/data,none,0.0031766423357664
7MfBlmAomeM,UCh9nVJoWXmFb7sLApWGcLPQ,AI Engineer Roadmap | How I&#39;d Learn AI in 2025,2025-03-18 15:30:07+00:00,162.9800197817361,882.3412844874068,0.0249645350616116,23.518121888125503,1.446413173486134,2773.4619093539054,50,0,False,3111,False,1,15,ml,career/interview,0.1049664233576642
MxrD6Pk_dcI,UCh9nVJoWXmFb7sLApWGcLPQ,Reason you are not able to focus #shorts #data #dataanalyst #datascientist,2025-03-17 12:30:31+00:00,164.10474200395834,56.42737611919003,0.0377969762419006,37.149028077753776,0.6479481641468683,12627.272727272728,74,0,False,44,True,0,12,general/data,none,0.0067591240875912
PpB-popRY_Q,UCh9nVJoWXmFb7sLApWGcLPQ,Data Analyst Roadmap 2025 #codebasics #shorts #dataanalytics #roadmap #dataanlysis #data,2025-03-12 13:10:00+00:00,169.07732302247683,42.77924366615657,0.0519839623945804,51.29268629890778,0.6912760956726116,12399.42857142857,88,0,False,35,True,2,13,career/interview,none,0.0052795620437956
yb8bFIBJ-bE,UCh9nVJoWXmFb7sLApWGcLPQ,Data Visualization Tip for the Day #shorts #codebasics #data #dataanalyst,2025-03-10 12:31:02+00:00,171.10438320766204,76.74262782656754,0.0574975249409793,57.26905795445891,0.2284669865204478,31514.4,73,0,False,25,True,0,12,data viz,none,0.0095846715328467
kDPsgN8iUHk,UCh9nVJoWXmFb7sLApWGcLPQ,Art of asking questions #shorts #data #codebasics,2025-03-09 06:40:00+00:00,172.34815635581018,34.81325316653281,0.0568333333333333,56.166666666666664,0.6666666666666666,10000.0,49,0,False,36,True,6,6,general/data,none,0.0043795620437956
9gkAeN-lUlk,UCh9nVJoWXmFb7sLApWGcLPQ,5 Life Formulas for a Positive Outcome #shorts #codebasics #data #dataanalyst,2025-03-05 12:30:08+00:00,176.10500820766202,20.74330558329382,0.0632356966876539,62.96194908294553,0.2737476047084587,4870.666666666667,77,0,False,45,True,2,12,general/data,none,0.0026664233576642
FBw772c5DDw,UCh9nVJoWXmFb7sLApWGcLPQ,Difference between API &amp; KPI #shorts #data #dataanlysis,2025-03-01 12:35:00+00:00,180.1016285780324,53.941766527618014,0.0408646423057128,40.349974266598046,0.514668039114771,44838.46153846154,59,0,False,13,True,5,12,general/data,none,0.0070912408759124
-wOoFtLHkTs,UCh9nVJoWXmFb7sLApWGcLPQ,Data Analyst Roadmap 2025 | Data Analyst Weekly Study Plan | Most Practical Guide,2025-02-28 14:06:28+00:00,181.03811005951388,497.4256523689751,0.0335469112633671,32.147735222591145,1.3991760407759877,1629.4270205066346,81,0,False,3316,False,4,14,career/interview,tutorial/guide,0.0657321167883211
hJp4kyQII_8,UCh9nVJoWXmFb7sLApWGcLPQ,Data Analyst Interview #shorts #codebasics #data #dataanalyst,2025-02-26 12:55:00+00:00,183.08773968914352,524.0656756313077,0.0363314226159458,35.94580510682648,0.385617509119333,75750.0,61,0,False,76,True,2,12,career/interview,none,0.0700364963503649
o3bWqPdWJ88,UCh9nVJoWXmFb7sLApWGcLPQ,Machine Learning vs Deep Learning,2025-02-25 13:30:37+00:00,184.06300589284723,116.60137731584238,0.0323362221600969,30.65883887801696,1.6773832820799552,2893.7528089887637,33,0,False,445,False,1,13,ml,deep learning,0.0156656934306569
p1Y_EfhC5Bo,UCh9nVJoWXmFb7sLApWGcLPQ,Fulfilling Life #shorts #codebasics #life #purpose #data,2025-02-24 12:30:48+00:00,185.10454524469907,17.11465267269402,0.0517676767676767,51.13636363636364,0.6313131313131314,6336.0,56,0,False,30,True,0,12,general/data,none,0.002312408759124
EzqY0EIkbck,UCh9nVJoWXmFb7sLApWGcLPQ,The future with AI Agents #zapier #automation,2025-02-20 16:02:19+00:00,188.957658670625,67.67653711401536,0.0439474507350641,43.243665936815766,0.7037847982483578,10656.666666666668,45,0,False,72,False,3,16,general/data,none,0.009334306569343
yZ1CqjM7ELM,UCh9nVJoWXmFb7sLApWGcLPQ,Real World Applications of Machine Learning. #shorts #data #machinelearning #datascientist,2025-02-19 13:50:01+00:00,190.04953367062495,28.08215256791716,0.0816938354881019,79.25801011804384,2.4358253700580854,5337.0,90,0,False,60,True,2,13,ml,none,0.0038956204379562
1MGG75oUK7o,UCh9nVJoWXmFb7sLApWGcLPQ,Data Analysis Project | Large Scale Data Analysis | Switching from Pandas to FireDucks,2025-02-18 13:30:07+00:00,191.06335311506945,135.51526013681092,0.0332921365672794,32.32658736289201,0.9655492043874556,496.1737464068988,86,0,False,3131,False,1,13,python,projects/case,0.0188992700729927
urM3ZdZmOt0,UCh9nVJoWXmFb7sLApWGcLPQ,Number of Projects on a Data Analyst&#39;s Resume #shorts #data #dataanalyst,2025-02-17 12:22:27+00:00,192.1103438558102,57.10780471162117,0.0462127426852611,46.03044389754808,0.1822987877130617,14005.531914893618,76,0,False,47,True,0,12,career/interview,projects/case,0.0080080291970802
SWDULhwCu2g,UCh9nVJoWXmFb7sLApWGcLPQ,Data Visualization Tip for the Day! #shorts #data #powerbi #datascience #datavisualization,2025-02-11 13:51:18+00:00,198.04864246692128,35.85987720762186,0.0642072655589974,63.36243311743171,0.8448324415657561,15218.571428571428,90,0,False,28,True,1,13,data viz,none,0.0051839416058394
